measurement,nominal,high_limit,low_limit,status,units,name,type
1.0424e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.19053e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.97669e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.99569e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00647e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00628e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.9818e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.93882e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.0061e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.92897e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00369e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.93377e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.9729e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.0046e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.9927e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.96156e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.95449e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.97346e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.97507e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00494e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.98155e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.96683e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.96926e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00723e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00519e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00131e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.90608e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.97622e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.93642e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.93137e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.9782e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00156e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.97687e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.0017e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.94056e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00263e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00437e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00404e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.98873e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00381e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00705e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00264e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.9794e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.95433e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.9052e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.9065e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00434e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00487e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.91079e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00199e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.95229e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.0042e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00887e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00568e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.97895e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00587e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.98158e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00664e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00373e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00986e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
1.00684e-07,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
9.91505e-08,1e-07,1.35e-07,6.5e-08,1,F,1%c310,CAPACITOR
